TransactionID,CustomerID,ProductID,Quantity,Price,TransactionDate
T04424,C1541,P483,7,464.94,2025-05-01
T04425,C1608,P270,9,291.37,2025-02-08
T04426,C1958,P312,6,427.0,2025-06-19
T04427,C1907,P126,9,144.7,2025-05-30
T04428,C1315,P496,7,473.45,2025-01-27
T04429,C1041,P142,6,481.77,2025-01-06
T04430,C1290,P121,4,267.61,2025-06-04
T04431,C1339,P565,8,267.18,2025-05-10
T04432,C1168,P183,1,139.05,2025-06-10
T04433,C1600,P391,3,347.03,2025-04-14
T04434,C1175,P185,9,491.4,2025-06-02
T04435,C1903,P281,9,340.24,2025-04-08
T04436,C1250,P295,8,128.98,2025-05-01
T04437,C1828,P147,10,15.88,2025-03-03
T04438,C1412,P263,7,332.72,2025-02-20
T04439,C1303,P139,6,374.59,2025-05-07
T04440,C1111,P229,2,360.08,2025-05-22
T04441,C1003,P311,7,48.77,2025-02-08
T04442,C1267,P270,10,429.75,2025-05-28
T04443,C1589,P495,7,162.87,2025-04-13
T04444,C1896,P116,2,246.92,2025-03-20
T04445,C1340,P264,6,291.77,2025-01-06
T04446,C1652,P318,9,50.48,2025-05-09
T04447,C1885,P326,9,484.28,2025-03-28
T04448,C1134,P111,2,246.32,2025-06-03
T04449,C1654,P205,1,499.97,2025-01-30
T04450,C1581,P158,8,405.67,2025-05-19
T04451,C1240,P564,10,494.79,2025-03-06
T04452,C1636,P194,3,434.41,2025-05-15
T04453,C1531,P392,6,172.61,2025-06-03
T04454,C1414,P255,2,268.32,2025-06-25
T04455,C1572,P507,10,411.31,2025-03-26
T04456,C1260,P502,9,120.9,2025-06-05
T04457,C1552,P464,1,126.12,2025-05-09
T04458,C1129,P445,5,116.9,2025-01-31
T04459,C1263,P521,2,103.4,2025-04-22
T04460,C1601,P122,4,81.05,2025-05-15
T04461,C1450,P155,9,179.2,2025-06-19
T04462,C1545,P276,2,359.99,2025-04-07
T04463,C1081,P421,9,201.51,2025-03-13
T04464,C1457,P262,6,120.53,2025-03-11
T04465,C1762,P595,8,264.19,2025-02-16
T04466,C1955,P556,9,338.09,2025-02-04
T04467,C1720,P267,7,144.17,2025-05-09
T04468,C1601,P501,10,476.95,2025-04-21
T04469,C1333,P350,5,395.88,2025-03-03
T04470,C1665,P143,10,228.26,2025-04-27
T04471,C1647,P499,10,414.6,2025-01-11
T04472,C1700,P590,10,317.98,2025-05-24
T04473,C1884,P137,9,451.78,2025-01-16
T04474,C1571,P230,5,421.97,2025-06-01
T04475,C1246,P325,7,140.68,2025-02-06
T04476,C1516,P206,6,66.59,2025-05-04
T04477,C1346,P535,8,114.81,2025-04-28
T04478,C1710,P391,2,71.19,2025-02-19
T04479,C1360,P231,4,386.35,2025-01-31
T04480,C1150,P545,9,109.16,2025-06-09
T04481,C1257,P106,4,420.93,2025-03-20
T04482,C1988,P360,3,10.49,2025-02-24
T04483,C1285,P560,7,346.33,2025-03-10
T04484,C1102,P150,6,163.85,2025-06-03
T04485,C1440,P379,4,273.27,2025-05-10
T04486,C1260,P469,1,177.95,2025-06-24
T04487,C1184,P103,2,14.54,2025-03-07
T04488,C1995,P596,2,112.4,2025-02-21
T04489,C1586,P434,9,280.27,2025-01-01
T04490,C1080,P304,2,33.28,2025-06-26
T04491,C1471,P452,4,92.41,2025-01-23
T04492,C1489,P595,8,109.94,2025-03-15
T04493,C1674,P263,3,264.6,2025-03-17
T04494,C1486,P111,6,161.75,2025-02-03
T04495,C1175,P116,8,118.88,2025-03-31
T04496,C1928,P219,6,229.99,2025-04-29
T04497,C1502,P275,5,69.2,2025-01-03
T04498,C1428,P328,9,99.73,2025-06-27
T04499,C1435,P367,9,303.12,2025-04-03
T04500,C1695,P239,2,90.22,2025-04-11
T04501,C1133,P206,1,201.74,2025-05-20
T04502,C1913,P296,2,33.88,2025-03-23
T04503,C1005,P263,1,214.78,2025-03-30
T04504,C1519,P193,6,149.9,2025-05-08
T04505,C1299,P196,3,482.64,2025-02-18
T04506,C1062,P253,6,380.84,2025-01-11
T04507,C1608,P409,3,482.06,2025-03-25
T04508,C1740,P549,10,262.44,2025-01-01
T04509,C1520,P295,10,302.13,2025-05-08
T04510,C1562,P492,6,402.99,2025-05-10
T04511,C1463,P432,3,113.48,2025-06-30
T04512,C1164,P388,6,418.17,2025-03-18
T04513,C1242,P205,2,70.11,2025-04-15
T04514,C1455,P366,1,485.92,2025-05-26
T04515,C1473,P428,7,450.87,2025-06-07
T04516,C1335,P475,6,29.53,2025-01-14
T04517,C1377,P258,3,81.91,2025-04-20
T04518,C1532,P280,1,87.17,2025-02-07
T04519,C1515,P104,10,440.91,2025-02-21
T04520,C1483,P488,4,176.28,2025-01-10
T04521,C1144,P420,6,279.93,2025-01-14
T04522,C1832,P190,8,232.88,2025-04-28
T04523,C1281,P524,9,381.28,2025-03-27
T04524,C1148,P364,7,185.03,2025-02-02
T04525,C1844,P149,1,364.52,2025-03-05
T04526,C1505,P528,2,395.64,2025-05-17
T04527,C1671,P160,3,165.61,2025-05-28
T04528,C1206,P296,3,10.9,2025-05-08
T04529,C1551,P201,2,394.64,2025-01-10
T04530,C1263,P433,8,349.68,2025-06-09
T04531,C1375,P302,7,100.05,2025-06-09
T04532,C1146,P195,7,447.96,2025-03-23
T04533,C1981,P121,9,354.73,2025-01-28
T04534,C1398,P274,8,224.31,2025-01-09
T04535,C1206,P300,10,258.23,2025-05-02
T04536,C1714,P529,6,56.49,2025-04-21
T04537,C1614,P475,5,450.13,2025-06-21
T04538,C1580,P211,1,216.47,2025-02-06
T04539,C1976,P319,9,249.83,2025-05-04
T04540,C1724,P483,8,491.61,2025-06-03
T04541,C1765,P595,8,306.93,2025-05-21
T04542,C1506,P117,9,15.9,2025-03-05
T04543,C1260,P431,4,418.0,2025-05-18
T04544,C1330,P264,9,149.55,2025-06-02
T04545,C1432,P187,5,362.19,2025-06-22
T04546,C1221,P348,10,323.54,2025-06-15
T04547,C1144,P582,9,143.27,2025-05-04
T04548,C1154,P309,9,359.94,2025-04-26
T04549,C1316,P136,1,151.09,2025-05-04
T04550,C1946,P590,8,312.83,2025-05-23
T04551,C1415,P239,9,135.57,2025-02-21
T04552,C1857,P464,2,377.97,2025-01-30
T04553,C1972,P353,5,90.07,2025-06-26
T04554,C1619,P518,4,196.02,2025-04-26
T04555,C1879,P476,8,314.91,2025-03-09
T04556,C1108,P322,4,293.56,2025-03-25
T04557,C1836,P408,6,23.44,2025-06-15
T04558,C1357,P334,8,154.93,2025-01-06
T04559,C1812,P107,10,497.94,2025-03-10
T04560,C1100,P579,10,185.46,2025-05-21
T04561,C1432,P171,7,473.2,2025-01-30
T04562,C1543,P549,6,389.15,2025-05-30
T04563,C1347,P414,9,475.65,2025-03-17
T04564,C1155,P357,2,389.6,2025-06-07
T04565,C1243,P599,5,298.04,2025-01-25
T04566,C1875,P131,5,228.84,2025-02-16
T04567,C1726,P195,3,242.68,2025-04-13
T04568,C1618,P596,7,102.31,2025-05-01
T04569,C1850,P594,8,398.62,2025-02-18
T04570,C1906,P447,10,280.37,2025-02-15
T04571,C1655,P304,7,139.53,2025-03-25
T04572,C1246,P280,3,181.44,2025-03-02
T04573,C1751,P458,5,375.05,2025-05-25
T04574,C1758,P197,8,68.62,2025-01-04
T04575,C1124,P303,9,127.95,2025-03-04
T04576,C1907,P317,5,81.94,2025-02-02
T04577,C1760,P494,6,120.25,2025-03-26
T04578,C1754,P341,7,57.31,2025-04-07
T04579,C1487,P292,3,374.2,2025-04-25
T04580,C1063,P109,3,490.8,2025-05-04
T04581,C1673,P220,5,437.99,2025-04-28
T04582,C1580,P307,4,143.56,2025-04-28
T04583,C1605,P497,5,124.31,2025-03-06
T04584,C1126,P417,7,445.28,2025-05-27
T04585,C1307,P553,7,307.6,2025-02-08
T04586,C1978,P114,3,494.91,2025-05-15
T04587,C1467,P138,10,489.1,2025-06-19
T04588,C1695,P230,7,220.71,2025-02-23
T04589,C1047,P543,3,416.59,2025-04-11
T04590,C1978,P439,3,320.6,2025-04-07
T04591,C1352,P185,9,72.07,2025-05-07
T04592,C1021,P494,1,350.42,2025-02-19
T04593,C1990,P236,3,223.89,2025-03-28
T04594,C1112,P454,7,314.35,2025-03-18
T04595,C1695,P117,2,126.15,2025-04-14
T04596,C1686,P580,9,337.78,2025-02-18
T04597,C1257,P204,2,44.96,2025-06-15
T04598,C1959,P423,6,78.66,2025-02-05
T04599,C1881,P409,1,338.25,2025-02-09
T04600,C1636,P168,6,358.22,2025-04-09
T04601,C1183,P451,2,61.5,2025-06-24
T04602,C1408,P178,8,319.96,2025-02-21
T04603,C1045,P546,4,216.72,2025-05-24
T04604,C1271,P594,2,125.11,2025-06-28
T04605,C1992,P174,1,300.62,2025-06-09
T04606,C1756,P371,9,412.96,2025-05-31
T04607,C1951,P305,4,229.73,2025-06-18
T04608,C1569,P498,7,387.55,2025-04-26
T04609,C1636,P246,2,35.91,2025-01-14
T04610,C1950,P380,5,116.86,2025-03-29
T04611,C1150,P504,4,80.03,2025-05-13
T04612,C1033,P528,8,399.67,2025-01-25
T04613,C1250,P116,4,292.87,2025-06-03
T04614,C1340,P238,9,88.93,2025-01-25
T04615,C1686,P330,4,145.19,2025-03-21
T04616,C1799,P224,6,106.62,2025-04-01
T04617,C1794,P255,5,442.92,2025-03-25
T04618,C1594,P343,3,321.64,2025-06-12
T04619,C1594,P124,6,489.23,2025-01-21
T04620,C1317,P241,10,394.86,2025-02-11
T04621,C1442,P511,3,134.56,2025-06-07
T04622,C1525,P456,5,155.76,2025-05-08
T04623,C1011,P226,1,342.32,2025-05-26
T04624,C1609,P314,6,487.44,2025-02-27
T04625,C1550,P124,7,77.81,2025-06-12
T04626,C1770,P330,4,434.47,2025-03-18
T04627,C1739,P373,8,36.68,2025-01-25
T04628,C1987,P377,10,195.98,2025-01-08
T04629,C1467,P233,5,14.65,2025-06-23
T04630,C1716,P395,2,474.87,2025-05-02
T04631,C1767,P403,10,107.84,2025-06-15
T04632,C1602,P109,4,96.48,2025-05-22
T04633,C1379,P240,10,404.33,2025-04-11
T04634,C1134,P127,10,164.26,2025-03-27
T04635,C1045,P481,8,381.9,2025-02-03
T04636,C1441,P168,4,146.85,2025-03-19
T04637,C1685,P253,10,380.4,2025-01-31
T04638,C1750,P504,8,42.53,2025-03-21
T04639,C1357,P390,6,424.34,2025-03-24
T04640,C1697,P337,5,367.92,2025-01-05
T04641,C1494,P409,9,75.06,2025-06-22
T04642,C1909,P429,9,435.25,2025-06-27
T04643,C1644,P449,9,481.51,2025-03-19
T04644,C1823,P319,8,491.13,2025-03-30
T04645,C1071,P423,2,33.79,2025-05-19
T04646,C1806,P405,3,187.29,2025-03-10
T04647,C1959,P425,9,322.07,2025-03-31
T04648,C1658,P248,6,445.33,2025-04-08
T04649,C1049,P284,4,224.01,2025-02-09
T04650,C1979,P458,2,410.52,2025-05-08
T04651,C1516,P243,7,59.29,2025-03-16
T04652,C1389,P569,8,17.39,2025-03-01
T04653,C1147,P235,8,206.5,2025-06-26
T04654,C1715,P378,6,452.69,2025-02-08
T04655,C1859,P309,1,102.24,2025-04-19
T04656,C1611,P174,6,264.87,2025-04-12
T04657,C1376,P406,5,25.19,2025-04-25
T04658,C1550,P470,8,491.61,2025-04-16
T04659,C1871,P278,8,209.03,2025-01-17
T04660,C1429,P327,7,163.91,2025-03-12
T04661,C1072,P567,10,99.65,2025-01-10
T04662,C1903,P489,10,485.2,2025-04-16
T04663,C1838,P535,8,232.3,2025-04-04
T04664,C1628,P500,10,436.39,2025-04-02
T04665,C1613,P146,3,495.63,2025-05-21
T04666,C1547,P227,6,87.52,2025-04-09
T04667,C1292,P440,5,293.59,2025-05-16
T04668,C1128,P185,1,73.89,2025-03-08
T04669,C1219,P537,2,67.18,2025-01-24
T04670,C1309,P351,8,10.59,2025-03-15
T04671,C1735,P401,7,450.54,2025-01-13
T04672,C1430,P118,10,133.57,2025-05-02
T04673,C1895,P480,8,228.04,2025-04-07
T04674,C1175,P244,1,376.16,2025-06-04
T04675,C1896,P358,7,483.39,2025-02-13
T04676,C1184,P309,2,226.95,2025-03-17
T04677,C1912,P478,3,273.3,2025-04-14
T04678,C1460,P145,8,361.81,2025-05-19
T04679,C1889,P145,6,398.03,2025-05-13
T04680,C1881,P462,3,226.32,2025-05-24
T04681,C1255,P240,8,22.33,2025-03-27
T04682,C1364,P364,10,102.14,2025-06-23
T04683,C1610,P486,7,424.19,2025-01-30
T04684,C1567,P349,8,254.74,2025-02-23
T04685,C1569,P285,3,437.55,2025-06-30
T04686,C1011,P345,1,123.54,2025-01-14
T04687,C1646,P480,7,387.72,2025-06-17
T04688,C1091,P242,9,220.27,2025-06-10
T04689,C1607,P316,1,65.95,2025-06-06
T04690,C1792,P273,2,475.81,2025-03-05
T04691,C1592,P486,1,273.43,2025-03-16
T04692,C1097,P174,8,415.17,2025-03-24
T04693,C1543,P181,10,406.7,2025-03-26
T04694,C1537,P540,9,227.26,2025-03-01
T04695,C1497,P134,7,129.63,2025-04-28
T04696,C1370,P289,9,22.85,2025-06-06
T04697,C1807,P135,2,76.67,2025-04-09
T04698,C1095,P570,1,196.61,2025-03-30
T04699,C1269,P378,10,384.13,2025-03-28
T04700,C1008,P441,10,270.63,2025-06-08
T04701,C1378,P556,8,148.96,2025-06-11
T04702,C1002,P201,5,10.0,2025-02-12
T04703,C1953,P419,8,270.56,2025-01-14
T04704,C1757,P125,8,243.01,2025-01-30
T04705,C1862,P278,8,283.69,2025-05-05
T04706,C1225,P341,3,381.91,2025-02-10
T04707,C1702,P297,8,465.58,2025-01-22
T04708,C1127,P387,2,259.52,2025-02-12
T04709,C1778,P239,8,277.01,2025-03-20
T04710,C1080,P274,5,301.49,2025-02-10
T04711,C1216,P164,10,380.59,2025-01-29
T04712,C1661,P486,4,375.97,2025-02-05
T04713,C1808,P482,5,126.11,2025-02-13
T04714,C1542,P402,10,477.9,2025-02-17
T04715,C1351,P304,10,156.41,2025-06-25
T04716,C1130,P312,3,302.59,2025-04-11
T04717,C1506,P164,8,440.71,2025-03-25
T04718,C1246,P362,4,98.68,2025-04-21
T04719,C1595,P189,4,138.27,2025-06-18
T04720,C1472,P578,2,230.96,2025-03-13
T04721,C1697,P351,9,223.66,2025-01-19
T04722,C1717,P493,7,41.87,2025-03-03
T04723,C1666,P315,10,486.57,2025-05-28
T04724,C1140,P154,3,458.06,2025-03-16
T04725,C1550,P149,3,145.67,2025-05-13
T04726,C1185,P498,5,313.35,2025-02-06
T04727,C1352,P344,3,323.42,2025-06-23
T04728,C1205,P382,2,354.77,2025-03-27
T04729,C1265,P189,6,219.08,2025-06-13
T04730,C1173,P287,5,440.61,2025-03-09
T04731,C1803,P299,2,125.98,2025-04-26
T04732,C1558,P283,3,28.6,2025-01-19
T04733,C1421,P249,4,409.16,2025-03-22
T04734,C1326,P501,9,11.74,2025-01-19
T04735,C1691,P228,3,329.37,2025-05-03
T04736,C1459,P173,7,121.25,2025-04-10
T04737,C1822,P528,10,73.24,2025-06-10
T04738,C1631,P575,7,166.54,2025-01-04
T04739,C1075,P203,5,451.61,2025-02-03
T04740,C1733,P453,10,117.27,2025-06-16
T04741,C1808,P316,3,342.93,2025-04-14
T04742,C1705,P393,1,363.55,2025-01-01
T04743,C1660,P200,4,216.44,2025-02-04
T04744,C1887,P327,7,489.73,2025-02-07
T04745,C1049,P424,10,438.04,2025-05-04
T04746,C1700,P244,4,499.5,2025-03-14
T04747,C1167,P320,7,237.5,2025-01-17
T04748,C1703,P133,8,305.77,2025-06-02
T04749,C1608,P595,4,452.19,2025-03-11
T04750,C1115,P340,3,319.57,2025-05-27
T04751,C1619,P514,2,429.62,2025-03-25
T04752,C1443,P318,4,400.28,2025-06-12
T04753,C1750,P207,6,299.1,2025-05-12
T04754,C1286,P543,7,90.68,2025-04-05
T04755,C1450,P195,7,352.65,2025-01-21
T04756,C1892,P487,1,443.8,2025-04-17
T04757,C1566,P406,9,385.96,2025-04-26
T04758,C1665,P495,1,273.44,2025-01-26
T04759,C1203,P493,9,205.24,2025-04-25
T04760,C1851,P481,10,381.57,2025-03-21
T04761,C1885,P497,10,475.73,2025-05-11
T04762,C1158,P230,1,493.77,2025-06-25
T04763,C1019,P542,5,137.98,2025-05-18
T04764,C1314,P328,9,229.4,2025-05-20
T04765,C1970,P578,7,358.0,2025-06-21
T04766,C1632,P469,4,295.69,2025-01-27
T04767,C1727,P215,3,19.74,2025-06-10
T04768,C1210,P576,6,122.5,2025-01-02
T04769,C1976,P324,9,353.24,2025-01-04
T04770,C1160,P369,8,68.37,2025-03-17
T04771,C1301,P426,8,312.07,2025-05-20
T04772,C1699,P490,5,160.22,2025-03-23
T04773,C1965,P400,3,463.3,2025-03-15
T04774,C1460,P497,3,234.28,2025-05-05
T04775,C1526,P315,7,64.65,2025-06-06
T04776,C1252,P538,2,271.78,2025-04-13
T04777,C1321,P254,6,205.27,2025-05-08
T04778,C1422,P496,4,86.75,2025-03-01
T04779,C1037,P471,8,233.96,2025-05-02
T04780,C1091,P560,7,225.02,2025-01-10
T04781,C1813,P266,3,87.02,2025-02-26
T04782,C1979,P398,9,112.87,2025-04-13
T04783,C1795,P198,8,492.01,2025-03-02
T04784,C1885,P271,8,374.72,2025-05-03
T04785,C1324,P134,9,494.06,2025-06-08
T04786,C1594,P187,9,433.19,2025-02-23
T04787,C1851,P526,10,196.33,2025-01-26
T04788,C1861,P264,9,324.72,2025-02-07
T04789,C1375,P422,9,66.18,2025-05-17
T04790,C1201,P542,4,80.0,2025-05-29
T04791,C1602,P380,6,357.97,2025-03-13
T04792,C1773,P501,4,247.54,2025-05-10
T04793,C1900,P340,8,85.59,2025-06-14
T04794,C1832,P184,4,223.35,2025-03-27
T04795,C1934,P344,2,421.05,2025-04-01
T04796,C1142,P224,1,156.59,2025-03-28
T04797,C1415,P153,2,283.46,2025-05-05
T04798,C1423,P174,10,413.22,2025-03-22
T04799,C1129,P110,6,88.81,2025-04-03
T04800,C1444,P248,6,498.7,2025-02-05
T04801,C1786,P203,3,304.33,2025-05-10
T04802,C1658,P164,9,204.35,2025-02-06
T04803,C1947,P580,3,27.97,2025-03-07
T04804,C1191,P273,6,415.96,2025-03-02
T04805,C1876,P142,4,279.07,2025-04-07
T04806,C1123,P337,4,352.76,2025-05-07
T04807,C1282,P470,2,107.23,2025-02-02
T04808,C1714,P480,10,26.29,2025-06-20
T04809,C1141,P169,5,309.1,2025-02-17
T04810,C1973,P176,4,281.27,2025-03-05
T04811,C1793,P179,8,416.35,2025-05-15
T04812,C1855,P369,6,116.42,2025-02-08
T04813,C1590,P539,5,107.81,2025-06-17
T04814,C1103,P249,2,225.55,2025-02-03
T04815,C1180,P419,6,208.07,2025-06-25
T04816,C1808,P458,3,240.59,2025-01-07
T04817,C1504,P277,4,472.67,2025-01-21
T04818,C1277,P243,8,405.05,2025-01-10
T04819,C1738,P488,9,13.33,2025-03-01
T04820,C1922,P505,4,10.2,2025-03-08
T04821,C1487,P257,8,476.04,2025-03-12
T04822,C1660,P436,9,296.46,2025-03-01
T04823,C1647,P229,6,288.41,2025-05-17
T04824,C1473,P193,10,136.41,2025-04-28
T04825,C1184,P509,10,418.85,2025-06-19
T04826,C1420,P360,3,250.31,2025-06-30
T04827,C1265,P204,8,141.28,2025-05-23
T04828,C1480,P282,1,119.26,2025-04-13
T04829,C1760,P537,8,78.7,2025-05-19
T04830,C1353,P208,2,416.19,2025-01-02
T04831,C1277,P284,7,396.75,2025-04-09
T04832,C1162,P305,1,483.92,2025-06-27
T04833,C1035,P560,2,147.76,2025-03-23
T04834,C1442,P514,8,105.76,2025-01-14
T04835,C1458,P522,9,497.66,2025-01-11
T04836,C1214,P484,1,246.95,2025-04-26
T04837,C1970,P178,7,136.94,2025-01-08
T04838,C1246,P281,5,497.01,2025-01-11
T04839,C1102,P247,9,109.65,2025-06-04
T04840,C1326,P551,6,458.7,2025-06-04
T04841,C1513,P538,5,490.83,2025-03-05
T04842,C1553,P304,7,184.55,2025-05-23
T04843,C1757,P475,9,252.88,2025-06-07
T04844,C1199,P472,6,428.21,2025-02-02
T04845,C1481,P494,9,202.75,2025-02-05
T04846,C1624,P168,5,72.6,2025-02-28
T04847,C1571,P267,7,68.35,2025-02-27
T04848,C1849,P333,6,425.04,2025-03-31
T04849,C1763,P274,7,289.84,2025-02-25
T04850,C1383,P227,1,389.06,2025-01-02
T04851,C1763,P268,4,270.28,2025-02-06
T04852,C1219,P559,3,63.56,2025-01-08
T04853,C1487,P101,1,402.82,2025-05-11
T04854,C1127,P270,5,85.22,2025-04-22
T04855,C1410,P480,6,79.23,2025-06-26
T04856,C1923,P595,9,302.04,2025-02-21
T04857,C1749,P263,10,380.99,2025-06-28
T04858,C1125,P259,4,168.42,2025-06-28
T04859,C1059,P574,8,320.54,2025-01-04
T04860,C1557,P256,7,496.87,2025-02-26
T04861,C1325,P533,4,227.38,2025-05-11
T04862,C1148,P482,10,198.11,2025-06-23
T04863,C1331,P251,4,18.4,2025-05-02
T04864,C1112,P223,4,417.39,2025-04-19
T04865,C1321,P558,10,281.43,2025-02-15
T04866,C1429,P480,3,493.86,2025-04-09
T04867,C1972,P141,5,420.89,2025-02-11
T04868,C1353,P566,3,101.53,2025-06-10
T04869,C1941,P517,10,376.49,2025-03-14
T04870,C1942,P382,6,96.97,2025-04-11
T04871,C1004,P106,3,324.2,2025-06-01
T04872,C1219,P451,8,99.98,2025-04-19
T04873,C1258,P243,3,499.54,2025-03-25
T04874,C1702,P496,4,23.34,2025-01-10
T04875,C1090,P232,6,39.05,2025-05-12
T04876,C1959,P504,2,499.56,2025-02-15
T04877,C1301,P222,6,217.76,2025-01-20
T04878,C1690,P503,4,142.14,2025-06-01
T04879,C1841,P360,9,406.88,2025-06-21
T04880,C1558,P531,4,463.95,2025-06-28
T04881,C1388,P369,3,363.68,2025-03-04
T04882,C1287,P556,8,26.03,2025-01-20
T04883,C1648,P444,7,204.6,2025-04-18
T04884,C1403,P327,3,161.32,2025-04-17
T04885,C1418,P598,9,96.19,2025-06-06
T04886,C1401,P160,5,267.64,2025-01-19
T04887,C1800,P592,8,318.29,2025-04-09
T04888,C1614,P289,2,121.45,2025-01-10
T04889,C1054,P323,10,310.21,2025-04-08
T04890,C1748,P582,5,266.65,2025-04-26
T04891,C1369,P125,7,395.88,2025-02-10
T04892,C1017,P574,10,492.38,2025-06-01
T04893,C1171,P341,9,221.29,2025-03-13
T04894,C1410,P455,7,348.23,2025-02-28
T04895,C1991,P212,1,321.49,2025-03-08
T04896,C1937,P108,8,97.29,2025-06-24
T04897,C1603,P441,9,188.09,2025-01-31
T04898,C1291,P273,7,28.62,2025-02-27
T04899,C1148,P139,10,426.54,2025-06-27
T04900,C1228,P431,1,77.3,2025-04-11
T04901,C1847,P145,1,419.0,2025-03-18
T04902,C1801,P406,5,56.24,2025-06-06
T04903,C1182,P374,10,80.05,2025-05-06
T04904,C1163,P442,8,332.89,2025-03-12
T04905,C1944,P482,1,268.8,2025-02-27
T04906,C1857,P427,1,399.96,2025-06-06
T04907,C1010,P290,1,430.22,2025-03-30
T04908,C1020,P193,2,383.22,2025-06-29
T04909,C1150,P203,4,101.56,2025-05-08
T04910,C1414,P484,5,184.21,2025-03-17
T04911,C1802,P488,1,394.24,2025-05-01
T04912,C1333,P518,7,169.71,2025-02-05
T04913,C1731,P191,7,455.76,2025-02-21
T04914,C1236,P446,6,257.15,2025-03-04
T04915,C1628,P111,1,193.15,2025-04-16
T04916,C1732,P594,9,232.38,2025-02-13
T04917,C1208,P424,9,147.7,2025-03-01
T04918,C1532,P130,2,146.55,2025-02-04
T04919,C1238,P421,7,271.59,2025-03-06
T04920,C1035,P385,9,51.84,2025-05-09
T04921,C1919,P135,6,166.96,2025-05-08
T04922,C1420,P119,9,179.65,2025-03-18
T04923,C1512,P177,3,414.62,2025-05-21
T04924,C1102,P323,4,353.29,2025-01-15
T04925,C1829,P386,8,29.4,2025-05-30
T04926,C1108,P485,5,345.03,2025-04-21
T04927,C1337,P429,7,158.91,2025-01-31
T04928,C1415,P271,5,315.18,2025-01-07
T04929,C1264,P297,1,211.03,2025-03-09
T04930,C1105,P479,1,340.71,2025-04-19
T04931,C1666,P484,4,349.23,2025-06-20
T04932,C1319,P431,8,165.28,2025-01-25
T04933,C1411,P310,10,241.89,2025-06-09
T04934,C1818,P138,1,33.01,2025-06-17
T04935,C1305,P359,9,491.44,2025-05-07
T04936,C1291,P239,2,431.11,2025-06-14
T04937,C1128,P133,10,418.44,2025-05-19
T04938,C1096,P265,3,140.86,2025-05-05
T04939,C1308,P456,9,114.53,2025-05-28
T04940,C1357,P434,2,457.75,2025-02-17
T04941,C1336,P365,7,177.22,2025-05-22
T04942,C1464,P122,4,221.37,2025-01-10
T04943,C1088,P564,6,261.48,2025-04-07
T04944,C1986,P133,5,97.22,2025-04-02
T04945,C1838,P456,3,361.07,2025-04-28
T04946,C1505,P363,4,172.21,2025-03-06
T04947,C1062,P427,4,485.97,2025-02-11
T04948,C1351,P227,1,162.1,2025-03-04
T04949,C1394,P468,3,155.35,2025-04-30
T04950,C1273,P356,5,149.4,2025-01-21
T04951,C1054,P476,7,207.85,2025-02-10
T04952,C1698,P387,4,20.83,2025-06-29
T04953,C1288,P374,1,260.55,2025-06-17
T04954,C1262,P246,3,245.64,2025-01-17
T04955,C1261,P543,7,170.77,2025-05-29
T04956,C1308,P545,4,366.1,2025-04-19
T04957,C1967,P421,4,163.25,2025-06-06
T04958,C1730,P443,4,458.31,2025-06-07
T04959,C1021,P116,2,396.91,2025-02-11
T04960,C1712,P458,1,442.15,2025-01-08
T04961,C1128,P404,3,469.99,2025-02-08
T04962,C1489,P566,4,11.45,2025-01-23
T04963,C1316,P322,9,223.12,2025-03-06
T04964,C1186,P382,10,406.63,2025-04-07
T04965,C1429,P138,7,470.24,2025-04-08
T04966,C1774,P561,4,324.0,2025-02-14
T04967,C1008,P529,8,88.35,2025-06-21
T04968,C1427,P388,6,388.16,2025-01-08
T04969,C1703,P177,7,350.8,2025-02-05
T04970,C1881,P512,5,136.97,2025-06-15
T04971,C1819,P166,8,323.1,2025-02-25
T04972,C1918,P345,8,496.31,2025-01-24
T04973,C1332,P429,4,234.5,2025-02-27
T04974,C1744,P202,6,453.53,2025-01-26
T04975,C1941,P366,3,402.38,2025-03-10
T04976,C1171,P523,7,65.6,2025-03-25
T04977,C1602,P313,4,220.58,2025-01-12
T04978,C1746,P172,2,484.99,2025-01-09
T04979,C1623,P428,8,221.49,2025-02-25
T04980,C1909,P281,7,340.91,2025-05-20
T04981,C1914,P405,10,306.54,2025-04-30
T04982,C1544,P176,10,86.47,2025-02-16
T04983,C1955,P421,7,149.63,2025-01-03
T04984,C1307,P588,8,213.33,2025-04-26
T04985,C1792,P301,7,358.35,2025-03-20
T04986,C1354,P356,6,303.29,2025-05-06
T04987,C1730,P212,9,252.35,2025-05-26
T04988,C1890,P352,4,244.73,2025-06-14
T04989,C1170,P584,5,159.66,2025-04-12
T04990,C1014,P209,2,494.98,2025-02-22
T04991,C1156,P526,3,76.27,2025-06-02
T04992,C1516,P299,10,325.86,2025-05-29
T04993,C1494,P253,7,379.19,2025-05-07
T04994,C1060,P367,1,88.16,2025-04-02
T04995,C1004,P315,6,423.81,2025-03-30
T04996,C1554,P415,7,328.84,2025-05-21
T04997,C1615,P540,2,272.22,2025-04-03
T04998,C1902,P304,5,189.06,2025-01-10
T04999,C1646,P418,1,191.11,2025-04-03
T05000,C1114,P189,6,379.08,2025-03-19
T05001,C1796,P430,9,157.58,2025-01-15
T05002,C1054,P238,9,235.11,2025-04-23
T05003,C1738,P402,9,406.98,2025-02-25
T05004,C1871,P438,5,111.26,2025-01-03
T05005,C1174,P188,6,63.85,2025-06-05
